2289;Davi Lucas Altoe;Rua Segundo-Sargento Rubens Leite, 3021, Venâncio Aires, RS;(51) 330-6616
2290;Amanda Costalonga;Rua Sorimãs, 3195, Venâncio Aires, RS;(51) 367-5509
2291;Thiago Botteon;Rua Subtenente-Aviador Francisco Hierro, 3621, Venâncio Aires, RS;(51) 647-7436
2292;Levi Salvador;Rua Suzana, 3448, Venâncio Aires, RS;(51) 562-2639
2293;Felipe Botteon;Rua Terceiro-Sargento Alcides de Oliveira, 4370, Venâncio Aires, RS;(51) 325-6871
2294;Lorenzo Botteon;Rua Thereza T. Sbrighi, 8652, Venâncio Aires, RS;(51) 521-1954
2295;Esther Pereira;Rua Tietê, 1938, Venâncio Aires, RS;(51) 397-3642
2296;Louise Zampirolli;Rua Tirió, 5107, Venâncio Aires, RS;(51) 612-0577
2297;Caio da Silva;Rua Uananá, 942, Venâncio Aires, RS;(51) 254-3607
2298;Ruan Zanette;Rua Uapixana, 8755, Venâncio Aires, RS;(51) 270-6992
2299;Milena Botteon;Rua Vicente Pinzon, 9829, Venâncio Aires, RS;(51) 335-1943
2300;Maite Pesca;Rua das Amoreiras, 7731, Venâncio Aires, RS;(51) 231-4226
2301;Maria Helena de Souza;Rua das Andorinhas, 7484, Venâncio Aires, RS;(51) 554-6941
2302;Ayla de Almeida;Rua das Begônias, 4861, Venâncio Aires, RS;(51) 335-7015
2303;Rafael Sossai detto Pegorer;Rua das Boninas, 670, Venâncio Aires, RS;(51) 281-2399
2304;Joana Fernandes;Rua das Cerejeiras, 130, Venâncio Aires, RS;(51) 258-8267
2305;Guilherme Pereira;Rua das Limeiras, 9482, Venâncio Aires, RS;(51) 285-7376
2306;Nicolas Zampirolli;Rua das Palmeiras, 4894, Venâncio Aires, RS;(51) 502-3927
2307;Sophie Sossai detto Pegorer;Rua das Pitangueiras, 1635, Venâncio Aires, RS;(51) 612-7096
2308;Heitor Falqueto;Rua das Quaresmeiras, 9680, Venâncio Aires, RS;(51) 259-8050
2309;Bryan Ferreira;Rua das Roseiras, 1927, Venâncio Aires, RS;(51) 458-6566
2310;Lorenzo Della Coletta;Rua do Bem-te-vi, 5597, Venâncio Aires, RS;(51) 234-1716
2311;Esther Zampirolli;Rua do Café, 8505, Venâncio Aires, RS;(51) 252-9727
2312;Luiz Gustavo Sossai detto Pegorer;Rua do Castelinho, 5289, Venâncio Aires, RS;(51) 513-4557
2313;Maria Clara Alves;Rua do Conde, 2725, Venâncio Aires, RS;(51) 294-1428
2314;Pietro Caliman;Rua do Feudo, 6950, Venâncio Aires, RS;(51) 297-6910
2315;Stella Agrizzi;Rua do Imperador, 4446, Venâncio Aires, RS;(51) 561-6342
2316;Luiz Felipe Calmon;Rua dos Aicás, 9207, Venâncio Aires, RS;(51) 589-4685
2317;Maria Eduarda Fernandes;Rua dos Anapurus, 6222, Venâncio Aires, RS;(51) 626-9794
2318;Gabriela Costalonga;Rua dos Apetupás, 4852, Venâncio Aires, RS;(51) 681-4753
2319;Isadora Ferreira;Rua dos Arapanés, 1955, Venâncio Aires, RS;(51) 569-2671
2320;Danilo Ferreira;Rua dos Araés, 9183, Venâncio Aires, RS;(51) 691-7014
2321;Carlos Eduardo Salvador;Rua dos Auetis, 1787, Venâncio Aires, RS;(51) 493-5847
2322;Caio Agrizzi;Rua dos Beija Flores, 665, Venâncio Aires, RS;(51) 497-2329
2323;Daniel da Silva;Rua dos Beija-Flor, 8174, Venâncio Aires, RS;(51) 420-7813
2324;Alice Agrizzi;Rua dos Camaiurás, 7674, Venâncio Aires, RS;(51) 235-0558
2325;Alice Ferreira;Rua dos Canários, 9071, Venâncio Aires, RS;(51) 291-5970
2326;Mirella Zandonadi;Rua dos Cardeais, 9268, Venâncio Aires, RS;(51) 507-0319
2327;Yuri Zanette;Rua dos Ciprestes, 8932, Venâncio Aires, RS;(51) 419-4013
2328;Luna Pereira;Rua dos Contadores, 8025, Venâncio Aires, RS;(51) 399-5237
2329;Marina Calmon;Rua dos Eucalíptos, 6367, Venâncio Aires, RS;(51) 645-6957
2330;Joao Lucas Sossai;Rua dos Guaiases, 6891, Venâncio Aires, RS;(51) 506-0144
2331;Davi Luiz Pereira;Rua dos Guaicanãs, 1194, Venâncio Aires, RS;(51) 300-1709
2332;Perola da Costa;Rua dos Guainumbis, 392, Venâncio Aires, RS;(51) 207-7862
2333;Lara da Silva;Rua dos Guaiós, 3591, Venâncio Aires, RS;(51) 517-2752
2334;Bryan Agrizzi;Rua dos Guaramomis, 3253, Venâncio Aires, RS;(51) 492-9938
2335;Maria Sophia Alves;Rua dos Guatás, 8859, Venâncio Aires, RS;(51) 508-5959
2336;Marina de Oliveira;Rua dos Indígenas, 3256, Venâncio Aires, RS;(51) 403-9999
2337;Lucas Gabriel De Angeli;Rua dos Ipês, 4385, Venâncio Aires, RS;(51) 687-4420
2338;Maria Flor Sossai;Rua dos Jambos, 5754, Venâncio Aires, RS;(51) 467-0924
2339;Eduardo Sossai;Rua dos Jaúnas, 2362, Venâncio Aires, RS;(51) 393-5119
2340;Joana Costalonga;Rua dos Jurupis, 2849, Venâncio Aires, RS;(51) 493-1034
2341;Joana Falqueto;Rua dos Maracatins, 4710, Venâncio Aires, RS;(51) 343-5409
2342;Kaue da Costa;Rua dos Marfins, 7780, Venâncio Aires, RS;(51) 472-6732
2343;Olivia Sossai;Rua dos Nhambiquaras, 8231, Venâncio Aires, RS;(51) 578-6386
2344;Arthur Gabriel Sossai detto Pegorer;Rua dos Pamaris, 2981, Venâncio Aires, RS;(51) 449-4858
2345;Heloisa Alves;Rua dos Pardais, 8209, Venâncio Aires, RS;(51) 637-4584
2346;Malu Pesca;Rua dos Pinheiros, 8721, Venâncio Aires, RS;(51) 285-8339
2347;Maria Julia Zandonadi;Rua dos Pintassilgos, 6004, Venâncio Aires, RS;(51) 440-0543
2348;Emilly Della Coletta;Rua dos Piratinins, 7389, Santa Cruz do Sul, RS;(51) 323-4621
2349;Pedro Ferreira;Rua dos Quinimuras, 2166, Santa Cruz do Sul, RS;(51) 248-6200
2350;Marina Salvador;Rua dos Sabiás, 4457, Santa Cruz do Sul, RS;(51) 551-8964
2351;Rafael Tosi;Rua dos Salgueiros, 7180, Santa Cruz do Sul, RS;(51) 515-5745
2352;Andre Della Coletta;Rua dos Tacaúnas, 4432, Santa Cruz do Sul, RS;(51) 678-0661
2353;Luiz Otavio Pereira;Rua dos Tucanos, 4006, Santa Cruz do Sul, RS;(51) 314-3510
2354;Levi da Silva;Rua dos Tupinas, 9766, Santa Cruz do Sul, RS;(51) 382-9458
2355;Levi Pereira;Rua dos Tupiniquins, 8443, Santa Cruz do Sul, RS;(51) 686-7076
2356;Arthur Miguel Pereira;Rua dos Uapês, 4593, Santa Cruz do Sul, RS;(51) 573-1229
2357;Pedro De Angeli;Rua dos Ubiatans, 3195, Santa Cruz do Sul, RS;(51) 637-0051
2358;Mariana de Souza;Rua Álvaro de Morais, 9618, Santa Cruz do Sul, RS;(51) 374-5866
2359;Fernando Silva;Antiga Estrada São Paulo Paraná, 2959, Santa Cruz do Sul, RS;(51) 598-1151
2360;Lavinia Costalonga;Avenida 24 de Agosto, 2672, Santa Cruz do Sul, RS;(51) 310-6708
2361;Bruno Zampirolli;Avenida Abaneiro, 3063, Santa Cruz do Sul, RS;(51) 544-6958
2362;Gabriel Falqueto;Avenida Abílio Pereira de Almeida, 2007, Santa Cruz do Sul, RS;(51) 667-4508
2363;Rafaela Alves;Avenida Academia de São Paulo, 9983, Santa Cruz do Sul, RS;(51) 307-7639
2364;Arthur Gabriel De Angeli;Avenida Adelina Abranches, 7840, Santa Cruz do Sul, RS;(51) 489-3791
2365;Lara Silva;Avenida Adelino Jorge Montenegro, 4359, Santa Cruz do Sul, RS;(51) 460-7071
2366;Lais Agrizzi;Avenida Adhemar Gonzaga, 8272, Santa Cruz do Sul, RS;(51) 677-0185
2367;Mariah Falqueto;Avenida Adolfo Coelho, 7749, Santa Cruz do Sul, RS;(51) 373-2186
2368;Maria Helena Gomes;Avenida Adolfo Pinheiro, 516, Santa Cruz do Sul, RS;(51) 601-6242
2369;Valentina Braga;Avenida Adriano Bertozzi, 2481, Santa Cruz do Sul, RS;(51) 662-2907
2370;Enzo Gabriel Zampirolli;Avenida Adutora do Rio Claro, 9734, Santa Cruz do Sul, RS;(51) 559-1892
2371;Gustavo Alves;Avenida Adélia Chohfi, 6055, Santa Cruz do Sul, RS;(51) 560-2473
2372;Clara De Angeli;Avenida Affonso D'Escragnolle Taunay, 970, Santa Cruz do Sul, RS;(51) 294-0150
2373;Samuel de Oliveira;Avenida Afonso Lopes de Baião, 7572, Santa Cruz do Sul, RS;(51) 445-6090
2374;Arthur Gabriel Zanette;Avenida Afonso Mariano Fagundes, 5701, Santa Cruz do Sul, RS;(51) 496-1766
2375;Luiza Agrizzi;Avenida Afonso de Sampaio e Sousa, 5632, Santa Maria, RS;(51) 528-6409
2376;Carolina de Almeida;Avenida Afrânio Peixoto, 2526, Santa Maria, RS;(51) 536-3374
2377;Valentina Altoe;Avenida Agami, 2956, Santa Maria, RS;(51) 600-7721
2378;Camila Caliman;Avenida Agenor Couto de Magalhães, 2355, Santa Maria, RS;(51) 293-4567
2379;Gabrielly Sossai detto Pegorer;Avenida Agenor de Oliveira, 9493, Santa Maria, RS;(51) 635-9652
2380;Miguel De Angeli;Avenida Agostinho Rubin, 7316, Santa Maria, RS;(51) 212-0389
2381;Lucca Falqueto;Avenida Aguiar da Beira, 4227, Santa Maria, RS;(51) 556-7392
2382;Enzo Zanette;Avenida Airton Pretini, 5145, Santa Maria, RS;(51) 200-8022
2383;Catarina da Costa;Avenida Ajarani, 4299, Santa Maria, RS;(51) 640-0803
2384;Pedro Zampirolli;Avenida Albert Bartholome, 4723, Santa Maria, RS;(51) 302-5469
2385;Benicio Costalonga;Avenida Albert Einstein, 6405, Santa Maria, RS;(51) 318-9422
2386;Gael Salvador;Avenida Alberto Augusto Alves, 5704, Santa Maria, RS;(51) 654-0355
2387;Camila Zandonadi;Avenida Alberto Byington, 4868, Santa Maria, RS;(51) 436-7949
2388;Carlos Eduardo Tosi;Avenida Alberto Camus, 6409, Santa Maria, RS;(51) 611-0745
2389;Gustavo de Oliveira;Avenida Alberto Fontana, 1200, Santa Maria, RS;(51) 698-3859
2390;Benjamin Caliman;Avenida Alberto Ramos, 5375, Santa Maria, RS;(51) 466-0988
2391;Samuel de Almeida;Avenida Alberto Vicente Cardoso, 9419, Santa Maria, RS;(51) 464-3644
2392;Manuela Tosi;Avenida Alberto de Faria Cardoso, 6409, Santa Maria, RS;(51) 352-5160
2393;Isaac Della Coletta;Avenida Alcides Sangirardi, 4609, Santa Maria, RS;(51) 452-6030
2394;Joao Vitor Silva;Avenida Alcindo Ferreira, 7484, Santa Maria, RS;(51) 658-1235
2395;Eduarda Altoe;Avenida Alcântara Machado, 3562, Santa Maria, RS;(51) 219-1213
2396;Vicente da Silva;Avenida Alda, 4180, Santa Maria, RS;(51) 694-6038
2397;Benicio De Angeli;Avenida Aldeia Manuel Antônio, 4818, Santa Maria, RS;(51) 406-1082
2398;Alexandre da Silva;Avenida Aldo João Rinaldi, 5250, Santa Maria, RS;(51) 488-6602
2399;Clara Ferreira;Avenida Aldo Ribeiro Luz, 7189, Santa Maria, RS;(51) 669-8579
2400;Vicente Ferreira;Avenida Alexandre Colares, 218, Santa Maria, RS;(51) 614-1047
2401;Lucca Calmon;1ª Travessa Edalberto dos Santos, 360, Venâncio Aires, RS;(51) 696-3546
2402;Valentina Zampirolli;2ª Travessa Edalberto dos Santos, 4705, Venâncio Aires, RS;(51) 286-8780
2403;Ana Beatriz Zanette;3ª Travessa Edalberto dos Santos, 7962, Venâncio Aires, RS;(51) 498-5692
2404;Joao Pedro Tosi;3ª Travessa Maria Mayer, 7634, Venâncio Aires, RS;(51) 269-4817
2405;Maria Sophia Zandonadi;Acampamento Acaricuara, 1369, Venâncio Aires, RS;(51) 422-2014
2406;Francisco Altoe;Acesso Andorinha Cristal, 6692, Venâncio Aires, RS;(51) 674-9754
2407;Benicio da Costa;Acesso Anum-Preto, 6298, Venâncio Aires, RS;(51) 640-6048
2408;Bianca Tosi;Acesso Araponga Martelo, 1134, Venâncio Aires, RS;(51) 360-0190
2409;Bento Silva;Acesso Arara Azul, 6281, Venâncio Aires, RS;(51) 680-6744
2410;Benjamin Zampirolli;Acesso Bem-te-vi Amarelo, 642, Venâncio Aires, RS;(51) 433-7110
2411;Giulia Botteon;Acesso Canário Belga, 1225, Venâncio Aires, RS;(51) 382-7235
2412;Rafaela Della Coletta;Acesso Coan do Brejo, 5251, Venâncio Aires, RS;(51) 585-7056
2413;Alicia Tosi;Acesso Curió Cristal, 4086, Venâncio Aires, RS;(51) 336-5636
2414;Bento Fernandes;Acesso Gaivota Cinza, 2873, Venâncio Aires, RS;(51) 442-2808
2415;Caua da Costa;Acesso Garça Branca, 8932, Venâncio Aires, RS;(51) 357-0604
2416;Enzo Miguel Zandonadi;Acesso Gavião Real, 9470, Venâncio Aires, RS;(51) 243-7867
2417;Pedro Miguel de Souza;Acesso Juriti Marrom, 7785, Venâncio Aires, RS;(51) 386-9879
2418;Ana Laura Zanette;Acesso Pardal Cinza, 5160, Venâncio Aires, RS;(51) 255-9704
2419;Ian De Angeli;Acesso Pavão Real, 1674, Venâncio Aires, RS;(51) 355-5273
2420;Yago Alves;Acesso Pintassilgo Rosa, 1747, Venâncio Aires, RS;(51) 352-1539
2421;Mirella De Angeli;Acesso Pixoxó da Serra, 7259, Venâncio Aires, RS;(51) 590-8916
2422;Arthur Gabriel Ferreira;Acesso Sabiá Laranjeira, 5768, Venâncio Aires, RS;(51) 685-3413
2423;Luan Silva;Acesso Tucano Preto, 9485, Venâncio Aires, RS;(51) 252-0763
2424;Ana Vitoria Pesca;Acesso Uirapuru do Sertão, 7791, Venâncio Aires, RS;(51) 256-4722
2425;Alice De Angeli;Rua Afonso Bocchiglieri, 9244, Venâncio Aires, RS;(51) 488-2387
2426;Caio Salvador;Rua Afonso Schmidt, 1232, Venâncio Aires, RS;(51) 405-8332
2427;Luna Salvador;Rua Agenor Couto Magalhães, 5908, Venâncio Aires, RS;(51) 513-6459
2428;Bento Pereira;Rua Aristotenes Cláudio Sbrigh, 4502, Venâncio Aires, RS;(51) 413-3647
2429;Pedro Henrique Zampirolli;Rua Barros, 8994, Venâncio Aires, RS;(51) 604-5525
2430;Mirella Fernandes;Rua Barão de Limeira, 7331, Venâncio Aires, RS;(51) 692-5659
2431;Rodrigo da Silva;Rua Barão de Piracicaba, 4932, Venâncio Aires, RS;(51) 419-6951
2432;Davi Miguel Silva;Rua Calcutá, 5181, Venâncio Aires, RS;(51) 239-6986
2433;Luan da Silva;Rua Calicut, 7817, Venâncio Aires, RS;(51) 281-0981
2434;Eduardo De Angeli;Rua Campinas, 4919, Venâncio Aires, RS;(51) 360-5448
2435;Melissa Silva;Rua Canuri, 4738, Venâncio Aires, RS;(51) 519-3184
2436;Maria Vitoria Gomes;Rua Carlos Marchais, 2697, Venâncio Aires, RS;(51) 623-1367
2437;Maria Clara de Almeida;Rua Casa Branca, 5604, Venâncio Aires, RS;(51) 687-7126
2438;Samuel Zanette;Rua Caviunas, 5129, Venâncio Aires, RS;(51) 411-4669
2439;Thomas Della Coletta;Rua Cleveland, 6892, Venâncio Aires, RS;(51) 398-3127
2440;Luiz Felipe Zampirolli;Rua Coqueiros, 7597, Venâncio Aires, RS;(51) 286-5893
2441;Levi Alves;Rua Cravos, 6948, Venâncio Aires, RS;(51) 364-2115
2442;Davi Silva;Rua Dino Bueno, 6742, Venâncio Aires, RS;(51) 664-0357
2443;Ana Luiza Gomes;Rua Doutor Sílvio de Campos, 1477, Venâncio Aires, RS;(51) 397-2203
2444;Eduarda Zanette;Rua Eduardo Prado, 9859, Venâncio Aires, RS;(51) 501-2155
2445;Noah de Souza;Rua Fernão Cardim, 9601, Venâncio Aires, RS;(51) 632-8544
2446;Camila Sossai;Rua Franca, 5269, Venâncio Aires, RS;(51) 614-6435
2447;Emilly da Costa;Rua Gabriel Monteiro da Silva, 9209, Venâncio Aires, RS;(51) 225-6602
2448;Mathias Gomes;Rua Glete, 3237, Venâncio Aires, RS;(51) 389-1704
2449;Bernardo Caliman;Rua Guaicanãs dos, 8637, Venâncio Aires, RS;(51) 631-4029
2450;Bernardo Alves;Rua Guairacá, 8532, Venâncio Aires, RS;(51) 555-4249
2451;Maria Flor Calmon;Rua Guilherme Renato Sabrigh, 1813, Venâncio Aires, RS;(51) 693-0613
2452;Sophie Caliman;Rua Ibiracemas, 826, Venâncio Aires, RS;(51) 352-5887
2453;Ana Clara da Costa;Rua Iraé, 8942, Venâncio Aires, RS;(51) 272-6115
2454;Ruan Pereira;Rua Itu, 6472, Venâncio Aires, RS;(51) 258-7869
2455;Rebeca Altoe;Rua Itupiranga, 1346, Venâncio Aires, RS;(51) 615-7504
2456;Ruan Zampirolli;Rua Jacarandas, 8893, Venâncio Aires, RS;(51) 345-5334
2457;Bento Braga;Rua Jauaperi, 8410, Venâncio Aires, RS;(51) 587-6035
2458;Maria Isis de Almeida;Rua Jaú, 5025, Venâncio Aires, RS;(51) 387-1117
2459;Antonio Zampirolli;Rua Jequitibas, 112, Venâncio Aires, RS;(51) 508-4593
2460;Pedro Lucas da Silva;Rua Joaquim Eugênio de Lima, 2315, Venâncio Aires, RS;(51) 656-3545
2461;Thiago Sossai detto Pegorer;Rua Joaquim José de Mattos, 2170, Venâncio Aires, RS;(51) 375-0249
2462;Andre Agrizzi;Rua José Lopes de Almeida, 3092, Venâncio Aires, RS;(51) 245-6055
2463;Joao Pedro de Souza;Rua Lorena, 846, Venâncio Aires, RS;(51) 431-7112
2464;Leonardo Botteon;Rua Macieira da Maia, 6137, Venâncio Aires, RS;(51) 672-2444
2465;Emilly Calmon;Rua Maruás, 9415, Venâncio Aires, RS;(51) 527-3956
2466;Henry Ferreira;Rua Messina, 4251, Venâncio Aires, RS;(51) 553-9747
2467;Mariah Silva;Rua Ministro Rocha Azevedo, 7917, Venâncio Aires, RS;(51) 591-7452
2468;Agatha Sossai;Rua Mognos, 7381, Venâncio Aires, RS;(51) 330-9693
2469;Ian Falqueto;Rua Nice, 1232, Venâncio Aires, RS;(51) 376-3951
2470;Erick Botteon;Rua Nothmann, 6820, Venâncio Aires, RS;(51) 328-8381
2471;Luiz Otavio Costalonga;Rua Olga, 953, Venâncio Aires, RS;(51) 506-5154
2472;Sarah Braga;Rua Paineiras, 9239, Venâncio Aires, RS;(51) 568-6899
2473;Livia Fernandes;Rua Primeiro-Sargento Basílio Nogueira da Costa, 4707, Venâncio Aires, RS;(51) 626-5576
2474;Alicia Caliman;Rua Primeiro-Sargento Osmar Cortez Claro, 4544, Venâncio Aires, RS;(51) 216-5164
2475;Yasmin Zandonadi;Rua Rainha Santa, 9568, Venâncio Aires, RS;(51) 467-5679
2476;Ana Laura Agrizzi;Rua Raja Gabaglia, 3594, Venâncio Aires, RS;(51) 493-7266
2477;Rafaela Gomes;Rua Ribeiro da Silva, 1923, Venâncio Aires, RS;(51) 290-7461
2478;Perola De Angeli;Rua Ribeirão Preto, 5927, Venâncio Aires, RS;(51) 485-3369
2479;Gabrielly da Silva;Rua Rio Claro, 1872, Venâncio Aires, RS;(51) 490-8228
2480;Nathan Costalonga;Rua Rodrigo de Brum, 8111, Venâncio Aires, RS;(51) 511-4150
2481;Maria Fernandes;Rua Rubião Júnior, 963, Venâncio Aires, RS;(51) 234-9625
2482;Arthur Gabriel Costalonga;Rua Santo Amaro, 8442, Venâncio Aires, RS;(51) 497-1148
2483;Igor da Costa;Rua Santos, 1631, Venâncio Aires, RS;(51) 650-2034
2484;Amanda Sossai detto Pegorer;Rua Sarutaiá, 1676, Venâncio Aires, RS;(51) 244-4202
2485;Oliver Silva;Rua Segundo-Sargento Ananias Holanda de Oliveira, 8635, Venâncio Aires, RS;(51) 643-8310
2486;Alexandre Zanette;Rua Segundo-Sargento Andiras Nogueira de Abreu, 8860, Venâncio Aires, RS;(51) 512-9430
2487;Sarah Fernandes;Rua Segundo-Sargento Fábio Pavani, 5645, Venâncio Aires, RS;(51) 382-3067
2488;Maria Clara Botteon;Rua Segundo-Sargento Névio Baracho dos Santos, 5414, Venâncio Aires, RS;(51) 626-4048
2489;Maya Zampirolli;Rua Segundo-Sargento Rubens Leite, 5710, Venâncio Aires, RS;(51) 646-3263
2490;Benjamin Tosi;Rua Sorimãs, 3377, Venâncio Aires, RS;(51) 647-2548
2491;Lucca Pereira;Rua Subtenente-Aviador Francisco Hierro, 4690, Venâncio Aires, RS;(51) 668-7398
2492;Louise de Oliveira;Rua Suzana, 436, Venâncio Aires, RS;(51) 465-0185
2493;Manuela Pesca;Rua Terceiro-Sargento Alcides de Oliveira, 3444, Venâncio Aires, RS;(51) 673-3221
2494;Gustavo Pereira;Rua Thereza T. Sbrighi, 3593, Venâncio Aires, RS;(51) 203-1644
2495;Lucas Gabriel Costalonga;Rua Tietê, 538, Venâncio Aires, RS;(51) 356-5022
2496;Lorena Sossai detto Pegorer;Rua Tirió, 2016, Venâncio Aires, RS;(51) 438-4426
2497;Ryan Botteon;Rua Uananá, 6374, Venâncio Aires, RS;(51) 641-9155
2498;Louise Altoe;Rua Uapixana, 4082, Venâncio Aires, RS;(51) 545-2802
2499;Arthur Henrique Della Coletta;Rua Vicente Pinzon, 5586, Venâncio Aires, RS;(51) 597-2604
2500;Sophia de Almeida;Rua das Amoreiras, 827, Venâncio Aires, RS;(51) 309-2442
2501;Gabrielly Zanette;Rua das Andorinhas, 1359, Venâncio Aires, RS;(51) 489-3623
2502;Ana Luiza de Oliveira;Rua das Begônias, 524, Venâncio Aires, RS;(51) 341-3748
2503;Maria Braga;Rua das Boninas, 982, Venâncio Aires, RS;(51) 543-4770
2504;Mariana Altoe;Rua das Cerejeiras, 223, Venâncio Aires, RS;(51) 388-3952
2505;Henry Salvador;Rua das Limeiras, 399, Venâncio Aires, RS;(51) 319-0638
2506;Maria Cecilia de Almeida;Rua das Palmeiras, 9400, Venâncio Aires, RS;(51) 641-9260
2507;Enrico Braga;Rua das Pitangueiras, 9766, Venâncio Aires, RS;(51) 515-3098
2508;Liz Sossai;Rua das Quaresmeiras, 1464, Venâncio Aires, RS;(51) 463-0567
2509;Maria Cecilia da Silva;Rua das Roseiras, 4466, Venâncio Aires, RS;(51) 428-1948
2510;Gabriela da Silva;Rua do Bem-te-vi, 1289, Venâncio Aires, RS;(51) 698-8558
2511;Melissa Zandonadi;Rua do Café, 9823, Venâncio Aires, RS;(51) 554-0818
2512;Vitor Hugo Agrizzi;Rua do Castelinho, 3394, Venâncio Aires, RS;(51) 313-7272
2513;Maria Alice Sossai;Rua do Conde, 4275, Venâncio Aires, RS;(51) 286-0534
2514;Alexandre Braga;Rua do Feudo, 2448, Venâncio Aires, RS;(51) 588-1514
2515;Bruno Zanette;Rua do Imperador, 9204, Venâncio Aires, RS;(51) 384-0954
2516;Henrique Calmon;Rua dos Aicás, 3098, Venâncio Aires, RS;(51) 223-1861
2517;Giovanna Zanette;Rua dos Anapurus, 2199, Venâncio Aires, RS;(51) 658-9545
2518;Luiz Felipe Altoe;Rua dos Apetupás, 4689, Venâncio Aires, RS;(51) 698-3075
2519;Davi Miguel Ferreira;Rua dos Arapanés, 9146, Venâncio Aires, RS;(51) 498-2856
2520;Bryan Falqueto;Rua dos Araés, 1754, Venâncio Aires, RS;(51) 336-1082
2521;Perola Caliman;Rua dos Auetis, 9014, Venâncio Aires, RS;(51) 537-3113
2522;Elisa Alves;Rua dos Beija Flores, 4842, Venâncio Aires, RS;(51) 593-3802
2523;Sophia Pereira;Rua dos Beija-Flor, 5451, Venâncio Aires, RS;(51) 327-5235
2524;Nicole da Silva;Rua dos Camaiurás, 3219, Venâncio Aires, RS;(51) 584-3686
2525;Manuela Costalonga;Rua dos Canários, 4978, Venâncio Aires, RS;(51) 450-7914
2526;Eloah Costalonga;Rua dos Cardeais, 1533, Venâncio Aires, RS;(51) 287-0580
2527;Isadora Pesca;Rua dos Ciprestes, 1211, Venâncio Aires, RS;(51) 488-8707
2528;Tomas Falqueto;Rua dos Contadores, 3882, Venâncio Aires, RS;(51) 453-6351
2529;Joana Zanette;Rua dos Eucalíptos, 9989, Venâncio Aires, RS;(51) 265-0180
2530;Rebeca Costalonga;Rua dos Guaiases, 3287, Venâncio Aires, RS;(51) 466-2617
2531;Maria Eduarda Falqueto;Rua dos Guaicanãs, 4756, Venâncio Aires, RS;(51) 429-1664
2532;Maite Ferreira;Rua dos Guainumbis, 8337, Venâncio Aires, RS;(51) 653-6665
2533;Enzo Gabriel Altoe;Rua dos Guaiós, 7955, Venâncio Aires, RS;(51) 407-0627
2534;Pedro Miguel Caliman;Rua dos Guaramomis, 6345, Venâncio Aires, RS;(51) 438-3181
2535;Gabriela da Costa;Rua dos Guatás, 9798, Venâncio Aires, RS;(51) 516-8304
2536;Clara Costalonga;Rua dos Indígenas, 3177, Venâncio Aires, RS;(51) 683-8519
2537;Maria Della Coletta;Rua dos Ipês, 7239, Venâncio Aires, RS;(51) 698-4265
2538;Julia Agrizzi;Rua dos Jambos, 611, Venâncio Aires, RS;(51) 657-0350
2539;Isabelly Sossai;Rua dos Jaúnas, 1954, Venâncio Aires, RS;(51) 570-8120
2540;Raul Pereira;Rua dos Jurupis, 6018, Venâncio Aires, RS;(51) 571-9992
2541;Clarice Calmon;Rua dos Maracatins, 2375, Venâncio Aires, RS;(51) 534-6182
2542;Rebeca De Angeli;Rua dos Marfins, 9763, Venâncio Aires, RS;(51) 526-3168
2543;Bernardo Botteon;Rua dos Nhambiquaras, 718, Venâncio Aires, RS;(51) 356-5795
2544;Guilherme Caliman;Rua dos Pamaris, 9786, Venâncio Aires, RS;(51) 679-9566
2545;Lucas Gabriel Fernandes;Rua dos Pardais, 7549, Venâncio Aires, RS;(51) 544-2955
2546;Luiz Felipe De Angeli;Rua dos Pinheiros, 2709, Venâncio Aires, RS;(51) 640-9592
2547;Murilo Zampirolli;Rua dos Pintassilgos, 5994, Venâncio Aires, RS;(51) 545-8220
2548;Pedro Lucas da Costa;Rua dos Piratinins, 6515, Santa Cruz do Sul, RS;(51) 389-1969
2549;Lorenzo Calmon;Rua dos Quinimuras, 5261, Santa Cruz do Sul, RS;(51) 593-9690
2550;Eloah Botteon;Rua dos Sabiás, 8102, Santa Cruz do Sul, RS;(51) 230-6070
2551;Alicia De Angeli;Rua dos Salgueiros, 621, Santa Cruz do Sul, RS;(51) 314-7265
2552;Isabelly de Souza;Rua dos Tacaúnas, 2975, Santa Cruz do Sul, RS;(51) 657-6923
2553;Vinicius Altoe;Rua dos Tucanos, 2693, Santa Cruz do Sul, RS;(51) 614-9228
2554;Maria Cecilia Zanette;Rua dos Tupinas, 3371, Santa Cruz do Sul, RS;(51) 484-2890
2555;Maria Sophia Silva;Rua dos Tupiniquins, 7998, Santa Cruz do Sul, RS;(51) 266-6667
2556;Vitor Ferreira;Rua dos Uapês, 1578, Santa Cruz do Sul, RS;(51) 688-3079
2557;Ryan Falqueto;Rua dos Ubiatans, 6797, Santa Cruz do Sul, RS;(51) 401-9815
2558;Bento Zampirolli;Rua Álvaro de Morais, 7080, Santa Cruz do Sul, RS;(51) 310-5503
2559;Marina Alves;Antiga Estrada São Paulo Paraná, 3211, Santa Cruz do Sul, RS;(51) 279-0301
2560;Vitor Hugo Sossai;Avenida 24 de Agosto, 411, Santa Cruz do Sul, RS;(51) 312-6851
2561;Natalia Altoe;Avenida Abaneiro, 5147, Santa Cruz do Sul, RS;(51) 584-7126
2562;Agatha Salvador;Avenida Abílio Pereira de Almeida, 5397, Santa Cruz do Sul, RS;(51) 541-5857
